
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             164.3310   |       300 |           |      |                                     |           |                        |           |                         |    |
             164.4514   |       500 | 1.1e+08   |      |     7.5144789    -     15.0537424   | 5d10.6p   | 2P*                    | 5d10.8s   | 2S                      |    |
             164.9662   |      1500 | 6.3e+07   |      |     6.2680912    -     13.7838301   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<2>)*        |    |
             164.9937   |   400000E | 1.2e+09   |      |     0.000000     -      7.5144789   | 5d10.6s   | 2S                     | 5d10.6p   | 2P*                     |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             165.3609   |         3 | 2.0e+08   |      |    10.6847690    -     18.1825625   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<0>)         |    |
             165.5438   |       500 | 3.4e+08   |      |    10.4410070    -     17.9305146   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             166.2531   |        3u | 1.1e+09   |      |    13.5112682    -     20.9687937   | 5d9.6s.6p | (2D<5/2>,1P<1>)*       | 5d9.6p2   | (2D<5/2>,1D<2>)         |    |
             166.3850   |        25 | 3.3e+08   |      |    11.8017281    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
             166.7090   |        30 | 3.2e+08   |      |    11.8162066    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             167.2537   |     40000 | 3.2e+07   |      |     4.4032520    -     11.8162066   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,3P<2>)*        |    |
             167.4378   |        10 | 5.2e+07   |      |    10.5183407    -     17.9231321   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             167.5581   |         2 | 2.0e+07   |      |    10.6847690    -     18.0842469   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             167.5809   |      4500 | 1.2e+06   |      |     4.4032520    -     11.8017281   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,3P<2>)*        |    |
             168.8728   |         5 | 1.0e+07   |      |     9.8821926    -     17.2240546   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.7s | [(2D<5/2>,1/2)<2>,1/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             169.5114   |       200 | 2.3e+08   |      |    10.6847690    -     17.9989787   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             170.2612   |        30 | 4.0e+07   |      |    10.6847690    -     17.9667640   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             170.3527   |        20 | 9.0e+07   |      |    13.1689884    -     20.4470659   | 5d9.6s.6p | (2D<5/2>,1P<1>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<2>,5/2]  |    |
             170.5433   |       200 | 5.5e+06   |      |     6.2680912    -     13.5380384   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<2>)*        |    |
